iso_o,iso_d,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces
BMU,FRO,0,0,0,0,0,0,0,0,5232.327,5232.327,5222.852119348145,5222.832292200847
BMU,FSM,0,1,1,0,0,0,0,0,13721.773,13721.773,14051.722390234374,14044.835600934268
BMU,GAB,0,0,0,0,0,0,0,0,8514.151,8514.151,8588.990079516601,8586.248168807222
BMU,GBR,0,1,1,1,0,1,1,0,5558.0903,5558.0903,5466.901717846679,5465.0879165397055
BMU,GEO,0,0,0,0,0,0,0,0,9096.984,9096.984,9003.264799938965,9001.7691672365
BMU,GHA,0,1,1,0,1,0,0,0,7300.5195,7300.5195,7203.036835021972,7200.836120131783
BMU,GIB,0,1,1,0,1,0,0,0,5402.56,5402.56,5392.789052416992,5392.7819450155375
BMU,GIN,0,0,0,0,0,0,0,0,5634.9526,5634.9526,5884.855315356445,5880.90343908662
BMU,GLP,0,0,0,0,0,0,0,0,1840.4288,1840.4288,1819.9272054473877,1819.4505398871834
BMU,GMB,0,1,1,0,1,0,0,0,5310.126,5310.126,5332.862272192383,5332.052141614852
BMU,GNB,0,0,0,0,0,0,0,0,5496.824,5496.824,5503.6435377075195,5503.460414651364
BMU,GNQ,0,0,0,0,0,0,0,0,8253.034,8253.034,8367.278162219238,8365.487681603325
BMU,GRC,0,0,0,0,0,0,0,0,7763.7197,7763.7197,7718.933782092285,7717.748772343738
BMU,GRD,0,1,1,0,1,0,0,0,2273.6792,2273.6792,2269.731515753174,2269.683272701415
BMU,GRL,0,0,0,0,0,0,0,0,3662.0442,3662.0442,3910.10866640625,3873.3166018130682
BMU,GTM,0,0,0,0,0,0,0,0,3264.1636,3264.1636,3284.918699017334,3284.2061854074254
BMU,GUF,0,0,0,0,0,0,0,0,3310.7886,3310.7886,3287.416335760498,3286.4844376669776
BMU,GUY,0,1,1,0,1,0,0,0,2923.8674,2923.8674,2953.9296736694337,2952.883444712459
BMU,HKG,0,1,1,0,1,0,0,0,13959.601,13959.601,13945.754935717772,13945.750400297198
BMU,HND,0,0,0,0,0,0,0,0,3049.2852,3049.2852,3012.2381172973633,3010.995729052848
BMU,HRV,0,0,0,0,0,0,0,0,6841.428,6841.428,6871.124210559082,6869.866607315859
BMU,HTI,0,0,0,0,0,0,0,0,1706.0641,1706.0641,1702.8957643188476,1701.7334238056926
BMU,HUN,0,0,0,0,0,0,0,0,7003.594,7003.594,7013.492451635742,7012.530544132174
BMU,IDN,0,0,0,0,0,0,0,0,16992.254,16992.254,16863.704613916016,16852.372725085545
BMU,IND,0,1,1,0,1,0,0,0,12154.208,12154.208,12733.192568701172,12714.854510734298
BMU,IRL,0,1,1,0,0,0,0,0,5143.511,5143.511,5089.109113354492,5088.1039083875075
BMU,IRN,0,0,0,0,0,0,0,0,9965.788,9965.788,10037.929385107422,10026.469256972001
BMU,IRQ,0,0,0,0,0,0,0,0,9627.717,9627.717,9634.820951464844,9630.63762845329
BMU,ISL,0,0,0,0,0,0,0,0,4597.7266,4597.7266,4616.980725854492,4615.669069568345
BMU,ISR,0,1,1,0,1,0,0,0,8961.196,8961.196,8965.392030358886,8965.320479577053
BMU,ITA,0,0,0,0,0,0,0,0,6714.033,6714.033,6638.816490759277,6628.7214192111405
BMU,JAM,0,1,1,0,1,0,0,0,1998.3218,1998.3218,2012.7091951538084,2012.5626626615106
BMU,JOR,0,0,1,0,1,0,0,0,9061.946,9061.946,9050.451550427246,9050.39553846925
BMU,JPN,0,0,0,0,0,0,0,0,12047.484,12047.484,12117.5060560791,12110.999858126166
BMU,KAZ,0,0,0,0,0,0,0,0,10767.072,9804.581,10059.023944921875,10028.263325435286
BMU,KEN,0,1,1,0,1,0,0,0,11186.44,11186.44,11204.894263964843,11200.854815114008
BMU,KGZ,0,0,0,0,0,0,0,0,10696.651,10696.651,10734.547264697265,10734.112656650606
BMU,KHM,0,0,0,0,0,0,0,0,15028.503,15028.503,14980.11325883789,14979.543895844094
BMU,KIR,0,1,1,0,1,0,0,0,12890.458,12890.458,12813.07254729004,12788.954308937049
BMU,KNA,0,1,1,0,1,0,0,0,1684.4229,1684.4229,2040.6217198272705,1735.8965971080802
BMU,KOR,0,0,1,0,0,0,0,0,12169.14,12169.14,12243.191364550781,12242.357936626076
BMU,KWT,0,0,1,0,1,0,0,0,10168.593,10168.593,10164.49517241211,10164.48070045554
BMU,LAO,0,0,0,0,0,0,0,0,14279.299,14279.299,14300.097178930664,14296.006995221538
BMU,LBN,0,0,1,0,0,0,0,0,8912.783,8912.783,8908.228287792968,8908.20696677899
BMU,LBR,0,1,1,0,0,0,0,0,6285.241,6285.241,6320.00477055664,6318.567868727486
BMU,LBY,0,0,0,0,0,0,0,0,7127.3184,7127.3184,7386.371308459473,7372.88610268794
BMU,LCA,0,1,1,0,1,0,0,0,2071.5735,2071.5735,2078.8782500946045,2078.821221620834
BMU,LKA,0,0,0,0,1,0,0,0,14283.088,14283.088,14241.50192158203,14240.922845640553
BMU,LSO,0,1,1,0,1,0,0,0,11899.878,11899.878,11913.344584667968,11913.249135317303
BMU,LTU,0,0,0,0,0,0,0,0,7146.902,7146.902,7032.783228173828,7031.421966638545
BMU,LUX,0,0,0,0,0,0,0,0,6026.2783,6026.2783,6010.0422358764645,6010.026483197509
BMU,LVA,0,0,0,0,0,0,0,0,6992.1475,6992.1475,6995.901537512207,6994.751792112128
BMU,MAC,0,0,0,0,0,0,0,0,13957.75,13957.75,,
BMU,MAR,0,0,0,0,0,0,0,0,5328.201,5328.201,5339.4611486938475,5336.556681023791
BMU,MDA,0,0,0,0,0,0,0,0,7707.618,7707.618,7690.632339978027,7690.2445526396905
BMU,MDG,0,0,0,0,0,0,0,0,13182.721,13182.721,13187.011632641601,13186.069622650799
BMU,MDV,0,0,0,0,1,0,0,0,14043.428,14043.428,14060.772738256836,14058.82419114526
BMU,MEX,0,0,0,0,0,0,0,0,3707.8516,3707.8516,3822.9327164611814,3793.0997267816815
BMU,MHL,0,1,1,0,0,0,0,0,12658.421,12658.421,12729.789700708008,12729.358073464573
BMU,MKD,0,0,0,0,0,0,0,0,7403.4595,7403.4595,7407.953255151367,7407.775461071325
BMU,MLI,0,0,0,0,0,0,0,0,6160.5703,6160.5703,6202.821524426269,6197.197863831799
BMU,MLT,0,1,1,0,1,0,0,0,7111.136,7111.136,7096.424638977051,7096.414272765659
BMU,MMR,0,0,0,0,1,0,0,0,14206.387,14206.387,14059.237695507813,14054.402627622669
BMU,MNG,0,0,0,0,0,0,0,0,11068.959,11068.959,11055.239972143554,11053.198973615512
BMU,MNP,0,1,1,0,0,0,0,0,13825.498,13825.498,13836.861588354492,13836.81428836345
BMU,MOZ,0,0,0,0,0,0,0,0,12172.486,12172.486,12124.42848203125,12122.858006404447
BMU,MRT,0,0,0,0,0,0,0,0,5115.2705,5115.2705,5211.377213146972,5201.353332272815
BMU,MSR,0,1,1,0,1,0,0,0,1755.6725,1755.6725,,
BMU,MTQ,0,0,0,0,0,0,0,0,2005.765,2005.765,2006.9679113220213,2006.914300423743
BMU,MUS,0,1,1,0,1,0,0,0,14186.108,14186.108,14183.106255151366,14183.09993852313
BMU,MWI,0,1,1,0,1,0,0,0,11640.553,11640.553,11713.52893046875,11711.948358596266
BMU,MYS,0,0,0,0,1,0,0,0,15840.455,15840.455,15821.451055566406,15819.604837112343
BMU,NAM,0,1,1,0,0,0,0,0,10624.184,10624.184,10581.916003613282,10578.663615410913
BMU,NCL,0,0,0,0,0,0,0,0,14891.383,14891.383,14897.584771630858,14897.35346425747
BMU,NER,0,0,0,0,0,0,0,0,7056.9053,7056.9053,7295.138417724609,7285.611550467323
BMU,NFK,0,1,1,0,0,0,0,0,15020.484,15020.484,15021.161409912109,15021.16070577762
BMU,NGA,0,1,1,0,1,0,0,0,7592.886,7780.768,7700.743112976074,7696.79190955826
BMU,NIC,0,0,0,0,0,0,0,0,3142.9407,3142.9407,3128.361233123779,3127.225468288703
BMU,NIU,0,1,1,0,0,0,0,0,12520.008,12520.008,12527.692502294922,12527.687543180411
BMU,NLD,0,0,0,0,0,0,0,0,5895.7363,5895.7363,5905.455809069824,5905.08495641785
BMU,NOR,0,0,0,0,0,0,0,0,6163.987,6163.987,6088.831732983398,6085.916383764646
BMU,NPL,0,0,0,0,0,0,0,0,12644.606,12644.606,12620.477526733399,12618.913665815648
BMU,NRU,0,1,1,0,1,0,0,0,13568.838,13568.838,13576.308610498047,13576.308127501581
BMU,NZL,0,1,1,0,0,0,0,0,14780.617,14780.617,14730.111882739257,14728.233343376512
BMU,OMN,0,0,0,0,0,0,0,0,11383.332,11383.332,11327.728329736328,11326.793624096528
BMU,PAK,0,1,1,0,1,0,0,0,11470.843,11470.843,11718.733617260741,11716.753243242327
BMU,PAL,0,0,0,0,1,0,0,0,8967.972,8967.972,8976.23241031494,8976.164349973245
BMU,PAN,0,0,0,0,0,0,0,0,3008.3928,3008.3928,3060.345618408203,3058.1483749471217
BMU,PCN,0,1,1,0,1,0,0,0,9418.191,9418.191,,
BMU,PER,0,0,0,0,0,0,0,0,5110.9253,5110.9253,5022.593868359375,5004.238543265604
BMU,PHL,0,1,1,0,0,0,0,0,14776.022,14776.022,14896.527096923828,14892.569815998244
BMU,PLW,0,1,1,0,0,0,0,0,15171.384,15171.384,15168.863403955078,15168.810603692284
BMU,PNG,0,1,1,0,0,0,0,0,15886.118,15886.118,15737.776492163086,15733.669789135634
BMU,POL,0,0,0,0,0,0,0,0,6965.8447,6965.8447,6866.127561938476,6863.39220976951
BMU,PRI,0,1,1,0,0,0,0,0,1548.3469,1548.3469,1568.3313611541748,1568.1314604626712
BMU,PRK,0,0,0,0,0,0,0,0,12023.139,12023.139,11949.467004760741,11947.961169619934
BMU,PRT,0,0,0,0,0,0,0,0,5016.4014,5016.4014,4989.0820424682615,4986.02859794608
BMU,PRY,0,0,0,0,0,0,0,0,6449.886,6449.886,6469.582251306152,6468.696800479287
BMU,PYF,0,0,0,0,0,0,0,0,10575.39,10575.39,10588.429818237304,10588.204721184797
BMU,QAT,0,0,0,0,1,0,0,0,10727.447,10727.447,10706.61710883789,10706.596617917408
BMU,REU,0,0,0,0,0,0,0,0,14028.733,14028.733,14030.508390185547,14030.488542068222
BMU,ROM,0,0,0,0,0,0,0,0,7638.945,7638.945,7534.131843933105,7530.569001735437
BMU,RUS,0,0,0,0,0,0,0,0,7813.2837,7813.2837,8362.489355322265,8277.328249481558
BMU,RWA,0,1,1,0,0,0,0,0,10589.687,10589.687,10569.609730517577,10569.49904295024
BMU,SAU,0,0,0,0,0,0,0,0,10396.748,10396.748,10163.408030541992,10154.377252727081
BMU,SDN,0,0,0,0,1,0,0,0,9766.201,9766.201,9772.135966967773,9766.815834476281
BMU,SEN,0,0,0,0,0,0,0,0,5168.8696,5168.8696,5212.957438879394,5211.282965359034
BMU,SGP,0,1,1,0,1,0,0,0,16109.61,16109.61,16100.219454956054,16100.218851428368
BMU,SHN,0,1,1,0,1,0,0,0,8267.58,8267.58,8087.6740740844725,8019.503026269145
BMU,SLB,0,1,0,0,1,0,0,0,14785.428,14785.428,14793.454103613281,14793.079801552582
BMU,SLE,0,1,1,0,1,0,0,0,5919.711,5919.711,5975.507310083008,5974.25005878185
BMU,SLV,0,0,0,0,0,0,0,0,3230.2783,3230.2783,3234.7457462219236,3234.6019280349024
BMU,SMR,0,0,0,0,0,0,0,0,6642.9478,6642.9478,6631.393123034668,6631.386932368751
BMU,SOM,0,1,0,0,1,0,0,0,11773.812,11773.812,11616.896280322266,11612.91285016626
BMU,SPM,0,0,0,0,0,0,0,0,1759.9972,1759.9972,1767.4354324768067,1767.379480565899
BMU,STP,0,0,0,0,0,0,0,0,8274.594,8274.594,8253.34435838623,8253.327689175036
BMU,SUR,0,0,0,0,0,0,0,0,3105.333,3105.333,3187.0145407836912,3129.473923065285
BMU,SVK,0,0,0,0,0,0,0,0,6846.5986,6846.5986,6948.638958190918,6947.1284416911685
BMU,SVN,0,0,0,0,0,0,0,0,6724.255,6724.255,6732.576681848144,6732.3656081459785
BMU,SWE,0,0,0,0,0,0,0,0,6581.5503,6581.5503,6456.299829321289,6453.954934191275
BMU,SWZ,0,1,0,0,1,0,0,0,12062.778,12062.778,12085.133430712891,12085.05964423244
BMU,SYC,0,1,1,0,1,0,0,0,13121.276,13121.276,13113.190888574218,13113.18675422306
BMU,SYR,0,0,0,0,0,0,0,0,8998.485,8998.485,8956.129518762207,8955.293148831408
BMU,TCA,0,1,1,0,1,0,0,0,1359.0155,1359.0155,1370.1166088134764,1370.0549067692698
BMU,TCD,0,0,0,0,0,0,0,0,8345.087,8345.087,8505.049918749999,8500.962181662493
BMU,TGO,0,0,0,0,0,0,0,0,7412.1694,7412.1694,7326.388540625,7324.87535346349
BMU,THA,0,0,0,0,0,0,0,0,14676.345,14676.345,14668.642987646484,14666.298727343741
BMU,TJK,0,0,0,0,0,0,0,0,10797.801,10797.801,10787.353599633789,10786.8152541199
BMU,TKL,0,1,1,0,0,0,0,0,12164.664,12164.664,12139.111772949218,12139.032036668903
BMU,TKM,0,0,0,0,0,0,0,0,10247.774,10247.774,10221.48505871582,10216.863154097482
BMU,TMP,0,0,0,0,0,0,0,0,17183.72,17183.72,17194.400833886717,17194.307065107263
BMU,TON,0,1,0,0,1,0,0,0,13122.809,13122.809,13094.66743696289,13094.0673687858
BMU,TTO,0,1,1,0,1,0,0,0,2434.9272,2434.9272,2459.5271558166505,2459.3376595971113
BMU,TUN,0,0,0,0,0,0,0,0,6712.8877,6712.8877,6741.894198815918,6741.1970197165565
BMU,TUR,0,0,0,0,0,0,0,0,8012.986,8361.496,8301.13204255371,8286.853034976697
BMU,TUV,0,0,0,0,1,0,0,0,12961.032,12961.032,12996.421557861328,12996.2595338779
BMU,TWN,0,0,0,0,0,0,0,0,13611.825,13611.825,13702.176615380858,13701.265451403693
BMU,TZA,0,1,0,0,1,0,0,0,11748.304,11373.655,11464.404104248046,11453.84071220425
BMU,UGA,0,1,1,0,1,0,0,0,10691.026,10691.026,10646.212960571289,10645.277775029892
BMU,UKR,0,0,0,0,0,0,0,0,7654.3115,7654.3115,7895.487468408203,7885.553698168936
BMU,URY,0,0,0,0,0,0,0,0,7535.383,7535.383,7457.149273266601,7454.39067329358
BMU,USA,0,1,1,0,0,0,0,0,1248.121,1322.3973,2732.2799320861814,2067.4315375187916
BMU,UZB,0,0,0,0,0,0,0,0,10585.466,10585.466,10571.246140307618,10567.377871469896
BMU,VCT,0,1,1,0,1,0,0,0,2156.6626,2156.6626,2163.753649505615,2163.724522857573
BMU,VEN,0,0,0,0,0,0,0,0,2426.953,2426.953,2519.285776763916,2515.8014995827016
BMU,VGB,0,1,1,0,1,0,0,0,1541.6029,1541.6029,1547.5230257171631,1547.507646792214
BMU,VNM,0,0,0,0,0,0,0,0,14017.088,14017.088,14772.678574951171,14755.472719582523
BMU,VUT,0,1,1,0,1,0,0,0,14497.835,14497.835,14497.525207128905,14497.490069457723
BMU,WLF,0,0,0,0,0,0,0,0,12802.6,12802.6,12804.561251904297,12804.560343276378
BMU,WSM,0,1,1,0,0,0,0,0,13961.979,13961.979,12429.060799804687,12429.032599302413
BMU,YEM,0,0,0,0,1,0,0,0,10808.797,10808.797,10875.242753149414,10873.57761230439
BMU,YUG,0,0,0,0,0,0,0,0,7211.622,7211.622,7238.5549818237305,7237.794506680697
BMU,ZAF,0,1,1,0,0,0,0,0,11405.711,11774.231,11809.83901340332,11804.287614105051
BMU,ZAR,0,0,0,0,0,0,0,0,9347.064,9347.064,9833.162854614258,9799.241950427886
BMU,ZMB,0,1,1,0,1,0,0,0,11210.524,11210.524,11138.046236474609,11136.938578146803
BMU,ZWE,0,1,1,0,1,0,0,0,11599.685,11599.685,11570.761311108397,11570.027213014477
BOL,ABW,0,1,0,0,0,0,0,0,3240.2312,3560.6838,3366.758520973444,3353.8667929263847
BOL,AFG,0,0,0,0,0,0,0,0,15349.948,15240.552,15100.64917442131,15096.342599793381
BOL,AGO,0,0,0,0,0,0,0,0,8830.234,8495.122,8607.540324759864,8599.221079933204
BOL,AIA,0,0,0,0,0,0,0,0,3904.1272,4158.2754,3985.427212560558,3976.372087386041
BOL,ALB,0,0,0,0,0,0,0,0,11056.115,11008.698,10935.630915480042,10933.136457621204
BOL,AND,0,1,1,0,0,0,0,0,9673.922,9671.341,9586.210648466873,9583.548215261791
BOL,ANT,0,1,0,0,0,0,0,0,3184.2747,3494.0803,3396.550661593151,3371.9767568371835
BOL,ARE,0,0,0,0,0,0,0,0,14022.324,13816.213,13910.869574756813,13908.148356311252
BOL,ARG,1,1,1,0,0,0,0,1,2239.6694,1858.0536,1865.8394048267603,1720.9894936724877
BOL,ARM,0,0,0,0,0,0,0,0,13105.004,13028.713,12979.564686117745,12977.333185834195
BOL,ATG,0,0,0,0,0,0,0,0,3807.2656,4048.1423,3875.458850139093,3866.398438869647
BOL,AUS,0,0,0,0,0,0,0,0,13045.959,12976.392,13370.458081298828,13349.076572885648
BOL,AUT,0,0,0,0,0,0,0,0,10983.019,10989.872,10806.601148457527,10802.576347125943
BOL,AZE,0,0,0,0,0,0,0,0,13560.177,13486.067,13340.969726411438,13337.782674721037
BOL,BDI,0,0,0,0,0,0,0,0,10706.858,10373.676,10488.198797748566,10483.462621145723
BOL,BEL,0,0,0,0,0,0,0,0,10261.034,10306.708,10200.1065306036,10197.479552265746
BOL,BEN,0,0,0,0,0,0,0,0,8183.743,7978.571,8000.9926353174205,7995.51183016134
BOL,BFA,0,0,0,0,0,0,0,0,7987.8936,7798.4746,7737.147539958572,7729.819749642769
BOL,BGD,0,0,0,0,0,0,0,0,17654.773,17458.754,17464.08617056389,17461.608213066702
BOL,BGR,0,0,0,0,0,0,0,0,11369.604,11326.973,11387.361300858498,11383.40030754253
BOL,BHR,0,0,0,0,0,0,0,0,13653.465,13463.269,13455.186939893912,13452.654220051776
BOL,BHS,0,0,0,0,0,0,0,0,4733.767,5086.8965,4928.786703236103,4917.556200483001
BOL,BIH,0,0,0,0,0,0,0,0,11014.66,10987.412,10882.667634135627,10880.031841777414
BOL,BLR,0,0,0,0,0,0,0,0,11861.139,11898.142,11820.530909552383,11816.602667354638
BOL,BLZ,0,1,1,0,0,0,0,0,4382.0615,4791.532,4609.857927797603,4597.608544000767
BOL,BMU,0,0,0,0,0,0,0,0,5443.245,5719.0874,5546.3990990873335,5539.651496648951
BOL,BOL,0,0,0,0,0,0,0,0,394.23016,394.23016,336.7985014899492,31.808513384441234
BOL,BRA,1,0,0,0,0,0,0,0,2380.9202,1876.689,2388.8995479765413,2266.878017538959
BOL,BRB,0,0,0,0,0,0,0,0,3426.0654,3634.8174,3477.806467398119,3468.4140470535904
BOL,BRN,0,0,0,0,0,0,0,0,18701.838,18458.832,18607.935214110945,18606.048208072832
BOL,BTN,0,0,0,0,0,0,0,0,17451.816,17317.3,17307.84830060997,17305.857698424457
BOL,BWA,0,0,0,0,0,0,0,0,9653.865,9253.6875,9455.191436623572,9447.434304675977
BOL,CAF,0,0,0,0,0,0,0,0,9813.231,9533.803,9586.492713677024,9578.349557369285
BOL,CAN,0,0,0,0,0,0,0,0,6791.6035,7256.788,7588.083200693988,7476.71978419925
BOL,CCK,0,0,0,0,0,0,0,0,16408.705,16006.75,,
BOL,CHE,0,0,0,0,0,0,0,0,10302.537,10316.053,10244.560468761825,10241.375387093793
BOL,CHL,1,1,1,0,0,0,0,0,1908.6143,1692.385,1861.9782230726719,1607.2387589588382
BOL,CHN,0,0,0,0,0,0,0,0,17389.846,17709.482,17896.324865533446,17870.77403275021
BOL,CIV,0,0,0,0,0,0,0,0,7462.4844,7176.891,7219.6503156722065,7213.435323182804
BOL,CMR,0,0,0,0,0,0,0,0,9042.204,8772.569,8879.408905036544,8866.435380120798
BOL,COG,0,0,0,0,0,0,0,0,9179.979,8863.063,8821.207534642983,8811.958498183943
BOL,COK,0,0,0,0,0,0,0,0,9520.636,9705.327,9717.551254974556,9712.915287974241
BOL,COL,0,1,1,0,0,0,0,0,2471.658,2850.3862,2790.7046651106834,2750.3898871131705
BOL,COM,0,0,0,0,0,0,0,0,11864.564,11482.567,11634.56051550045,11629.742306589802
BOL,CPV,0,0,0,0,0,0,0,0,6025.5435,5936.0996,5895.900268022728,5890.8549259050305
BOL,CRI,0,1,1,0,0,0,0,0,3428.3079,3837.6948,3659.8965778377055,3644.215846229233
BOL,CUB,0,1,1,0,0,0,0,0,4674.092,5053.5713,4650.308050470733,4628.65725585731
BOL,CXR,0,0,0,0,0,0,0,0,16963.285,16604.229,,
BOL,CYM,0,0,0,0,0,0,0,0,4238.8525,4620.884,4430.69856154337,4419.246746885553
BOL,CYP,0,0,0,0,0,0,0,0,12094.339,11985.177,11936.861575500297,11934.314933164236
BOL,CZE,0,0,0,0,0,0,0,0,10904.1,10927.15,10897.934985712433,10894.553248640932
BOL,DEU,0,0,0,0,0,0,0,0,10457.817,10954.672,10575.85647135067,10570.398035286298
BOL,DJI,0,0,0,0,0,0,0,0,12631.0205,12351.355,12393.911238101196,12390.49462359419
BOL,DMA,0,0,0,0,0,0,0,0,3616.8994,3850.1685,3692.9121897478103,3683.541561072721
BOL,DNK,0,0,0,0,0,0,0,0,10961.652,11026.401,10846.23079020424,10843.33547161691
BOL,DOM,0,1,1,0,0,0,0,0,3899.494,4212.1855,4059.1258106327055,4048.02464273249
BOL,DZA,0,0,0,0,0,0,0,0,9522.392,9478.75,9392.941965589142,9383.50120957034
BOL,ECU,0,1,1,0,0,0,0,0,2136.1506,2548.3167,2318.735510793209,2291.4694716377494
BOL,EGY,0,0,0,0,0,0,0,0,11813.472,11669.911,11630.784660751533,11627.891978883768
BOL,ERI,0,0,0,0,0,0,0,0,12271.489,12020.197,12092.761279062843,12088.44604526798
BOL,ESH,0,0,0,0,0,0,0,0,7669.764,7616.4766,7487.9134181882855,7480.480101947757
BOL,ESP,0,1,1,1,0,0,0,0,9181.015,9179.228,9129.73639361515,9109.861385859049
BOL,EST,0,0,0,0,0,0,0,0,11755.902,11836.356,11757.10413633728,11754.490445591053
BOL,ETH,0,0,0,0,0,0,0,0,12104.306,11816.873,11880.587873247909,11875.680903442455
BOL,FIN,0,0,0,0,0,0,0,0,11778.04,11863.701,11746.723597600174,11743.816150854942
BOL,FJI,0,0,0,0,0,0,0,0,11785.066,11937.512,11988.706504337692,11985.89377737781
BOL,FLK,0,0,0,0,0,0,0,0,4022.794,3687.5586,3889.383417625904,3876.8667400540535
BOL,FRA,0,0,0,0,0,0,0,0,10038.447,10075.456,9905.797984305382,9900.388428791997
BOL,FRO,0,0,0,0,0,0,0,0,10243.036,10380.05,10240.689705191802,10238.001280049783
BOL,FSM,0,0,0,0,0,0,0,0,14876.544,15141.787,15666.683216432952,15640.211036670498
BOL,GAB,0,0,0,0,0,0,0,0,8705.134,8420.673,8517.337572282027,8510.3365143932
BOL,GBR,0,0,0,0,0,0,0,0,10008.495,10068.015,9947.599859368896,9944.560683543728
BOL,GEO,0,0,0,0,0,0,0,0,13125.958,13062.219,12914.731095285988,12911.64262307403
BOL,GHA,0,0,0,0,0,0,0,0,7863.4443,7628.1016,7640.916000826359,7635.167016071014
BOL,GIB,0,1,1,0,0,0,0,0,8821.938,8797.886,8719.277673881912,8716.308871466557
BOL,GIN,0,0,0,0,0,0,0,0,6459.5845,6296.7515,6585.338941424847,6576.287362838525
BOL,GLP,0,0,0,0,0,0,0,0,3685.5344,3923.6482,3785.676850381422,3776.3511714675374
BOL,GMB,0,0,0,0,0,0,0,0,6573.5186,6442.3315,6436.6810187986375,6431.305718152744
BOL,GNB,0,0,0,0,0,0,0,0,6584.788,6438.3135,6431.009702596951,6425.959892221649
BOL,GNQ,0,1,1,0,0,0,0,0,8751.14,8486.087,8553.522100559998,8548.164015598542
BOL,GRC,0,0,0,0,0,0,0,0,11300.382,11223.425,11156.84662723751,11154.257157817756
BOL,GRD,0,0,0,0,0,0,0,0,3257.3157,3488.3267,3332.257607499504,3321.854965199311
BOL,GRL,0,0,0,0,0,0,0,0,9090.068,9340.626,9415.168181106948,9394.240037828617
BOL,GTM,0,1,1,0,0,0,0,0,4247.32,4663.3833,4496.1978155892375,4483.412833848133
BOL,GUF,0,0,0,0,0,0,0,0,2954.2039,3024.708,2890.4054362776756,2880.07537585141
BOL,GUY,0,0,0,0,0,0,0,0,2813.9492,2980.0896,2813.0795547442435,2801.3083481834465
BOL,HKG,0,0,0,0,0,0,0,0,19347.537,19674.05,19446.26178599968,19444.488699095928
BOL,HND,0,1,1,0,0,0,0,0,3997.5134,4408.185,4327.180331676578,4312.653377472983
BOL,HRV,0,0,0,0,0,0,0,0,10882.31,10872.599,10790.179770689392,10787.04808823576
BOL,HTI,0,0,0,0,0,0,0,0,3927.6357,4259.427,4091.3510986487386,4080.059878448849
BOL,HUN,0,0,0,0,0,0,0,0,11157.739,11155.722,11075.791531949233,11072.722666971773
BOL,IDN,0,0,0,0,0,0,0,0,17453.357,17093.396,17378.652264049528,17373.44906855627
BOL,IND,0,0,0,0,0,0,0,0,16246.041,16086.516,16091.854942876435,16078.439103332788
BOL,IRL,0,0,0,0,0,0,0,0,9750.777,9835.709,9663.165259092902,9659.787702039264
BOL,IRN,0,0,0,0,0,0,0,0,13733.435,13619.83,13590.990894621276,13580.902376168351
BOL,IRQ,0,0,0,0,0,0,0,0,13093.283,12962.101,12961.469131478882,12958.206722587016
BOL,ISL,0,0,0,0,0,0,0,0,9801.587,9980.313,9853.791136476326,9850.160534137689
BOL,ISR,0,0,0,0,0,0,0,0,12179.646,12046.538,12027.77956048565,12025.232213298916
BOL,ITA,0,0,0,0,0,0,0,0,10488.251,10457.174,10372.888355585097,10368.68540104141
BOL,JAM,0,0,0,0,0,0,0,0,3951.0593,4312.585,4139.450045073795,4127.634707061114
BOL,JOR,0,0,0,0,0,0,0,0,12286.889,12151.615,12119.138079559136,12116.576536802317
BOL,JPN,0,0,0,0,0,0,0,0,16543.564,16965.656,16955.77796339302,16945.98529674877
BOL,KAZ,0,0,0,0,0,0,0,0,15596.281,14838.428,14870.884891316795,14845.779762721071
BOL,KEN,0,0,0,0,0,0,0,0,11573.904,11238.941,11344.490329492759,11338.652970122905
BOL,KGZ,0,0,0,0,0,0,0,0,15449.654,15441.494,15356.617021798133,15354.539997154861
BOL,KHM,0,0,0,0,0,0,0,0,19108.252,18688.998,18822.28862213745,18819.085419577164
BOL,KIR,0,0,0,0,0,0,0,0,13114.931,13377.567,13218.292017704582,13188.963889418686
BOL,KNA,0,0,0,0,0,0,0,0,3807.26,4057.0186,4252.106923158932,3978.9470115902145
BOL,KOR,0,0,0,0,0,0,0,0,17263.125,17663.531,17511.095780429077,17507.83550577076
BOL,KWT,0,0,0,0,0,0,0,0,13413.101,13248.788,13233.281846925544,13230.840612278582
BOL,LAO,0,0,0,0,0,0,0,0,19042.203,18749.639,18885.83810766983,18882.10691160391
BOL,LBN,0,0,0,0,0,0,0,0,12272.509,12151.777,12120.45833124523,12117.985636049301
BOL,LBR,0,0,0,0,0,0,0,0,6808.984,6607.0415,6654.205070551968,6647.701512455194
BOL,LBY,0,0,0,0,0,0,0,0,10216.835,10122.031,10298.369304211998,10284.958293558464
BOL,LCA,0,0,0,0,0,0,0,0,3487.0867,3713.535,3545.5814635427473,3535.9654031205678
BOL,LKA,0,0,0,0,0,0,0,0,16396.646,16026.554,16182.783130867005,16179.254965632965
BOL,LSO,0,0,0,0,0,0,0,0,9654.796,9244.797,9405.79908432579,9399.572727599574
BOL,LTU,0,0,0,0,0,0,0,0,11730.07,11774.752,11587.25052781105,11584.485164501357
BOL,LUX,0,0,0,0,0,0,0,0,10325.075,10358.972,10249.714146666718,10247.236586796262
